date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:42:30	119693/119693	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:31	179257/179257	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2018:26:18%20GMT	https://softcoders.net/products/html/poliox-dark-html/index.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/index-2.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:31	461393/461393	---M--	200	added ('OK')	text/css	date:Sun,%2022%20Oct%202023%2022:14:16%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/css/style.css	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/css/style.css	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:32	2001/2001	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/logo.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/logo.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:33	264/264	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/ham.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/ham.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:33	197/197	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/broder.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/broder.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:34	39644/39644	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2015:42:33%20GMT	https://softcoders.net/products/html/poliox-dark-html/contact.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/contact.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:36	6154/6154	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/circule.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/circule.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:37	769162/769162	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/banner.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/banner.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:37	376/376	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:37	1577/1577	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/toptal.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/toptal.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:38	1547/1547	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/upwork.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/upwork.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:38	1292/1292	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/scroll.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/scroll.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:38	327/327	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal-1.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal-1.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:39	382/382	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal-2.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/portal-2.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:40	4719/4719	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/auother.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/auother.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:40	1676/1676	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/figma.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/figma.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:40	1382/1382	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/sketch.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/sketch.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:41	6677/6677	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/photoshop.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/photoshop.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:41	5347/5347	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/illustrator.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/illustrator.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:42	4027/4027	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/webflow.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/webflow.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:43	49854/49854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2020:17:32%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/service/service-4.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/service/service-4.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:44	28438/28438	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2020:16:58%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/service/service-2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/service/service-2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:44	37860/37860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2020:17:50%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/service/service-1.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/service/service-1.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:44	29984/29984	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2020:17:16%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/service/service-3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/service/service-3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:46	39708/39708	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2015:42:44%20GMT	https://softcoders.net/products/html/poliox-dark-html/project-details.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/project-details.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:49	537301/537301	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:49	584471/584471	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio1.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio1.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:51	573594/573594	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio2.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio2.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:52	82274/82274	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:40:16%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:53	803619/803619	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:14%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio3.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio3.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:53	89263/89263	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:36:56%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg1.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg1.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:53	77670/77670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:43:50%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:55	120833/120833	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:45:30%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_bg3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:56	39724/39724	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2015:42:54%20GMT	https://softcoders.net/products/html/poliox-dark-html/portfolio-details.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/portfolio-details.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:56	42003/42003	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2008:36:42%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/project-slider2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/project-slider2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:57	58144/58144	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2008:37:24%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/project-slider3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/project-slider3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:57	146328/146328	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:04:26%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:57	163650/163650	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:34:32%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_1.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_1.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:58	153336/153336	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:03:42%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:58	17284/17284	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2021:09:38%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/test-1.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/test-1.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:42:59	246424/246424	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2007:05:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_4.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/portfolio_4.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:00	31826/31826	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2021:24:18%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/test-2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/test-2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:00	16276/16276	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2021:21:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/project/test-3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/project/test-3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:01	1704/1704	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:01	1812/1812	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand1.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand1.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:01	1564/1564	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand2.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand2.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:02	1048/1048	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand3.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand3.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:02	284/284	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand4.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand4.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:03	871/871	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand5.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/brand/brand5.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:03	1422/1422	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/element.svg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/element.svg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:04	34934/34934	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Oct%202023%2011:43:54%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:05	39556/39556	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Oct%202023%2011:45:36%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog1.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog1.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:06	39684/39684	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2015:43:05%20GMT	https://softcoders.net/products/html/poliox-dark-html/blog-details.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/blog-details.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:07	196497/196497	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2018:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:07	63120/63120	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Oct%202023%2011:47:40%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:07	33223/33223	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2005:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:08	43035/43035	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2005:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother2.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother2.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:08	32484/32484	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2005:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother3.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/auother3.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:09	64158/64158	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Oct%202023%2011:48:18%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details2.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details2.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:09	70203/70203	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2009:51:58%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details3.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/blog/blog-details3.jpg	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:09	3447/3447	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:12%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/icon/circule1.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/icon/circule1.png	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:10	39628/39628	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2015:43:09%20GMT	https://softcoders.net/products/html/poliox-dark-html/about.html	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/about.html	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:14	100724/100724	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/jquery.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/jquery.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:48	5559/5559	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/imagesloaded.pkgd.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:49	20233/20233	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/jquery.magnific-popup.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:50	1843/1843	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/jquery.appear.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/jquery.appear.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:51	10264/10264	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/odometer.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/odometer.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
